,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Total_Amount_Spent
597,1969,Master,Married,42169.0,1,1,2,1,0,3,8,0,0,0,0,0,0,30
598,1978,2n Cycle,Married,26224.0,1,0,3,2,1,3,6,0,0,0,0,0,0,63
599,1981,Graduation,Together,31089.0,1,0,3,3,0,4,8,0,0,0,0,0,0,79
600,1961,Graduation,Single,30081.0,0,1,1,1,0,3,7,0,0,0,0,0,0,42
601,1960,Graduation,Together,62807.0,0,1,3,5,3,12,5,0,0,0,0,0,0,819
602,1955,Graduation,Single,72906.0,0,0,1,3,4,9,1,0,0,0,0,0,0,1151
603,1948,PhD,Married,61467.0,0,2,3,5,2,10,5,0,0,0,0,0,0,594
604,1966,Master,Together,49618.0,1,1,4,3,1,3,7,0,0,0,0,0,0,129
605,1986,Master,Single,21888.0,1,0,4,5,1,2,10,0,0,0,0,0,1,213
606,1973,Graduation,Widow,42429.0,0,1,2,1,1,3,5,0,0,0,0,0,0,67
607,1956,Graduation,Divorced,26150.0,2,1,1,1,0,3,7,0,0,0,0,0,0,28
608,1975,Basic,Married,30801.0,0,1,2,1,0,3,7,0,0,0,0,0,0,45
609,1965,Graduation,Married,81168.0,0,0,1,6,4,7,3,0,0,0,1,0,0,1193
610,1969,Master,Single,26877.0,0,0,2,3,1,6,6,0,0,0,0,0,0,268
611,1944,Master,Widow,45006.0,0,0,1,3,1,7,3,0,0,0,0,0,0,266
612,1973,Basic,Married,18978.0,1,0,1,1,0,3,8,0,0,0,0,0,0,37
613,1967,Graduation,Married,22574.0,2,1,2,2,0,3,7,0,0,0,0,0,0,37
614,1969,PhD,Single,48240.0,0,0,3,6,3,13,5,0,0,0,0,0,1,882
615,1974,Graduation,Married,45837.0,1,1,5,6,2,5,7,0,0,0,0,0,0,373
616,1965,Master,Single,35791.0,2,1,2,1,0,3,8,0,0,0,0,0,0,35
617,1976,PhD,Together,162397.0,1,1,0,0,0,1,1,0,0,0,0,0,0,107
618,1978,Graduation,Widow,54162.0,1,1,1,1,0,3,4,0,0,0,0,0,0,42
619,1960,Master,Married,30522.0,0,1,5,1,2,9,2,0,0,0,0,0,0,326
620,1961,PhD,Married,54456.0,0,1,3,6,1,7,6,0,0,0,0,0,0,404
621,1971,Graduation,Single,31632.0,0,0,1,2,1,2,7,0,0,0,0,0,0,95
622,1949,Graduation,Widow,72298.0,0,0,1,4,3,6,1,0,1,1,0,0,0,939
623,1978,2n Cycle,Single,36975.0,1,0,1,1,0,3,7,0,0,0,0,0,0,33
624,1955,2n Cycle,Married,72635.0,0,0,1,6,8,6,3,0,0,0,1,0,0,981
625,1976,Graduation,Married,13624.0,1,0,2,2,0,3,6,0,0,0,0,0,0,36
626,1975,Graduation,Single,84196.0,0,1,1,8,4,7,3,0,0,0,0,0,0,1237
627,1960,Graduation,Together,70971.0,0,1,7,11,11,5,7,0,0,0,0,0,1,1825
628,1977,PhD,Divorced,34487.0,1,1,3,3,0,3,9,0,0,0,0,0,0,103
629,1977,Graduation,Single,28769.0,1,0,3,4,1,4,9,0,0,0,0,0,0,191
630,1970,PhD,Married,69084.0,1,0,2,7,3,13,8,0,0,0,0,0,0,1586
631,1958,PhD,Together,65488.0,0,0,1,3,4,6,1,0,0,0,0,0,0,963
632,1970,2n Cycle,Married,62466.0,0,1,5,6,3,12,4,0,0,0,0,0,0,889
633,1960,2n Cycle,Single,32218.0,0,0,1,2,1,3,7,1,0,0,0,0,1,93
634,1973,Graduation,Single,83917.0,0,0,1,6,7,7,3,0,0,0,0,0,1,1587
635,1962,Graduation,Divorced,46102.0,2,1,1,1,0,2,7,0,0,0,0,0,0,16
636,1952,Graduation,Single,84574.0,0,0,1,9,11,11,5,0,0,0,0,0,0,1375
637,1962,Graduation,Married,56181.0,0,1,1,4,2,7,4,0,0,0,0,0,0,393
638,1950,Master,Divorced,63120.0,0,1,5,8,4,9,7,0,0,0,0,0,1,1477
639,1971,Graduation,Married,73691.0,0,1,2,6,2,8,2,1,0,0,0,0,0,1179
640,1960,Graduation,Together,63381.0,0,1,4,4,5,13,2,0,0,0,0,0,0,1005
641,1948,PhD,Together,76140.0,0,0,1,5,9,6,2,0,0,0,0,0,0,1348
642,1959,PhD,Divorced,62859.0,0,1,4,9,4,6,6,0,0,0,0,0,0,1307
643,1964,Graduation,Single,45906.0,0,1,2,5,4,4,5,1,0,0,0,0,0,486
644,1947,Master,Together,77632.0,0,0,1,4,2,6,2,0,1,1,0,0,1,2252
645,1971,PhD,Married,46463.0,1,1,7,3,1,6,6,0,0,0,0,0,0,235
646,1970,Graduation,Together,105471.0,0,0,0,9,8,13,3,0,0,1,1,0,1,1724
647,1970,Master,Divorced,55282.0,1,0,1,3,1,6,4,0,0,0,0,0,0,235
648,1977,Master,Married,78710.0,0,1,3,7,6,12,4,0,0,0,0,0,0,1092
649,1958,Graduation,Together,66886.0,0,1,2,7,1,7,5,0,0,0,0,0,0,599
650,1960,Master,Single,98777.0,0,0,0,4,6,9,1,0,1,0,0,0,0,2008
651,1985,Graduation,Together,29103.0,1,0,2,1,0,3,9,0,0,0,0,0,0,48
652,1974,Graduation,Married,67445.0,0,1,5,9,6,12,6,0,0,0,0,0,0,1174
653,1950,PhD,Together,50616.0,0,1,1,1,1,4,2,0,0,0,0,0,0,67
654,1955,Graduation,Divorced,49431.0,0,1,2,7,1,5,8,0,0,0,0,0,0,365
655,1975,Graduation,Divorced,153924.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
656,1953,Graduation,Together,61278.0,0,1,2,3,1,4,6,0,0,0,0,0,0,165
657,1958,2n Cycle,Together,26490.0,0,0,2,3,1,5,6,0,0,0,0,0,0,210
658,1947,PhD,Together,73059.0,0,1,1,9,3,13,4,0,0,0,0,0,0,1095
659,1966,PhD,Single,46734.0,1,2,4,3,2,3,6,1,0,0,0,0,0,223
660,1963,Graduation,Together,56253.0,0,1,4,7,2,9,6,0,0,0,0,0,0,597
661,1985,Graduation,Married,19986.0,1,0,1,0,0,3,7,0,0,0,0,0,0,22
662,1975,Graduation,Widow,58330.0,0,1,1,6,4,13,4,0,0,0,0,0,0,1064
663,1980,Basic,Married,25965.0,0,0,1,2,0,3,8,0,0,0,0,0,0,74
664,1956,Master,Together,14661.0,0,0,1,1,0,3,6,0,0,0,0,0,0,26
665,1959,Graduation,Married,18690.0,0,0,1,1,1,2,8,0,0,0,0,0,0,60
666,1974,PhD,Together,45068.0,0,1,1,1,0,2,7,0,0,0,0,0,0,20
667,1987,Basic,Single,21063.0,1,0,2,2,0,3,6,0,0,0,0,0,0,59
668,1968,PhD,Married,29187.0,1,0,1,1,0,3,8,0,0,0,0,0,0,34
669,1971,2n Cycle,Married,54690.0,1,1,3,3,1,5,3,0,0,0,0,0,0,198
670,1964,PhD,Married,59304.0,0,1,3,7,8,10,5,0,0,0,0,0,0,1048
671,1962,Master,Single,59247.0,0,2,5,5,2,9,6,0,0,0,0,0,0,574
672,1970,Graduation,Widow,66731.0,0,1,4,4,3,6,3,0,0,0,0,0,0,1029
673,1980,Graduation,Married,77353.0,0,1,2,6,4,8,4,0,0,0,0,0,0,670
674,1975,PhD,Single,52614.0,0,1,2,2,4,8,8,0,0,0,0,0,0,990
675,1974,Graduation,Married,26751.0,2,0,1,1,0,2,8,0,0,0,0,0,0,11
676,1963,PhD,Married,81300.0,0,1,3,10,3,5,5,0,0,0,1,0,1,1241
677,1979,Graduation,Single,70337.0,0,0,1,2,2,12,1,0,0,0,0,0,0,576
678,1985,2n Cycle,Married,36145.0,1,0,4,4,1,3,9,1,0,0,0,0,1,172
679,1980,PhD,Single,65295.0,0,0,1,3,3,13,2,0,0,0,0,0,0,664
680,1963,Graduation,Divorced,68118.0,0,1,2,8,9,4,6,0,0,0,0,0,0,928
681,1967,Graduation,Divorced,68743.0,0,0,1,11,5,13,7,0,0,0,0,0,0,2074
682,1982,2n Cycle,Together,41039.0,0,0,1,8,1,5,8,0,0,0,0,0,0,467
683,1955,Graduation,Together,38946.0,0,1,2,3,1,6,5,0,0,0,0,0,0,257
684,1967,Graduation,Together,65777.0,0,0,1,2,8,6,1,0,0,0,0,0,0,1146
685,1976,PhD,Divorced,66476.0,0,1,2,5,2,11,4,0,0,0,0,0,0,689
686,1972,PhD,Single,86857.0,0,0,1,5,6,10,2,0,0,0,0,0,1,2114
687,1982,PhD,Married,160803.0,0,0,15,0,28,1,0,0,0,0,0,0,0,1717
688,1989,PhD,Together,77845.0,0,0,1,3,5,12,1,0,0,1,1,0,0,1346
689,1969,PhD,Together,69476.0,0,0,1,4,6,4,2,0,0,0,0,0,0,1044
690,1960,PhD,Divorced,50611.0,0,1,6,4,5,7,6,0,1,0,0,0,1,493
691,1970,Graduation,Single,61209.0,0,0,1,5,3,4,2,0,0,0,0,0,0,957
692,1958,Master,Together,42315.0,0,1,3,1,4,4,3,0,0,0,0,0,0,270
693,1952,Basic,Together,13084.0,0,0,1,1,0,3,6,0,0,0,0,0,0,29
694,1949,Master,Widow,47570.0,1,1,3,2,2,2,7,0,0,0,0,0,1,121
695,1961,Master,Married,61923.0,0,2,1,2,1,4,3,0,0,0,0,0,0,126
696,1995,Graduation,Single,34824.0,0,0,1,1,0,2,6,0,0,0,0,0,0,23
697,1949,PhD,Single,26518.0,1,1,3,2,0,3,8,0,0,0,0,0,1,57
698,1961,Graduation,Single,45938.0,0,0,2,8,4,6,6,0,0,0,0,0,0,636
699,1960,Graduation,Together,78468.0,0,0,1,10,7,10,4,0,0,0,1,0,0,1004
700,1973,Graduation,Divorced,78901.0,0,1,3,9,3,5,4,0,0,0,0,0,0,734
701,1978,Graduation,Married,71427.0,2,0,2,8,2,8,4,0,0,0,0,0,0,614
702,1978,Graduation,Divorced,71022.0,0,1,3,5,2,11,8,1,0,0,0,0,0,1453
703,1988,Master,Single,90247.0,0,0,1,3,4,7,1,0,1,1,1,0,1,1621
704,1968,Master,Divorced,41335.0,1,0,3,4,1,4,7,0,0,0,0,0,0,187
705,1986,Graduation,Married,71952.0,1,0,2,8,4,8,4,1,0,1,0,0,0,1443
706,1970,PhD,Divorced,35682.0,1,0,1,1,1,3,2,0,0,0,0,0,0,57
707,1951,Graduation,Divorced,43185.0,0,1,2,9,3,6,8,0,0,0,0,0,0,637
708,1948,PhD,Together,66375.0,0,1,3,2,4,5,7,1,0,0,0,0,0,948
709,1971,Master,Married,35178.0,1,0,1,1,1,2,7,1,0,0,0,0,1,59
710,1986,Graduation,Married,25252.0,1,0,1,1,0,2,8,0,0,0,0,0,0,18
711,1965,Master,Single,55250.0,0,1,4,7,5,10,5,0,0,0,0,0,0,903
712,1975,Graduation,Single,33249.0,1,0,2,2,1,3,6,0,0,0,0,0,0,112
713,1953,Graduation,Together,58398.0,0,0,3,5,4,8,4,0,0,0,0,0,0,596
714,1982,Graduation,Together,50272.0,1,0,3,4,1,5,7,0,0,0,0,0,0,233
715,1975,PhD,Married,76618.0,0,0,1,3,2,5,1,0,0,0,0,0,0,1511
716,1960,2n Cycle,Divorced,87305.0,0,0,1,5,3,8,2,0,0,1,0,0,1,1152
717,1978,Graduation,Together,25851.0,1,0,2,2,0,3,7,0,0,0,0,0,0,48
718,1970,Graduation,Divorced,58710.0,0,1,6,11,5,9,6,0,0,0,0,0,0,1185
719,1958,Graduation,Single,45160.0,1,1,1,1,0,2,7,0,0,0,0,0,0,21
720,1965,Master,Married,74806.0,0,1,2,5,4,5,4,0,0,0,0,0,0,965
721,1954,Graduation,Married,59111.0,0,0,1,11,1,8,7,0,0,0,0,0,0,869
722,1984,PhD,Married,18988.0,1,0,2,1,0,3,7,0,0,0,0,0,0,16
723,1965,Graduation,Married,72190.0,0,0,1,5,6,4,3,0,0,0,0,0,0,1947
724,1976,Graduation,Married,7500.0,1,0,5,4,1,2,9,1,0,0,0,0,1,71
725,1966,Graduation,Married,44794.0,0,1,1,2,0,3,6,0,0,0,0,0,0,65
726,1955,Graduation,Married,80395.0,0,0,1,6,5,12,2,0,0,0,1,0,0,1380
727,1976,Master,Divorced,75012.0,0,0,1,3,8,11,1,0,0,0,0,0,0,1027
728,1965,Master,Married,56962.0,2,1,7,6,3,5,7,0,0,0,0,0,0,411
729,1991,Graduation,Together,89891.0,0,0,1,11,6,8,4,0,0,1,0,0,0,836
730,1949,PhD,Divorced,35946.0,1,1,1,0,0,3,5,0,0,0,0,0,0,11
731,1953,PhD,Together,53593.0,1,1,8,7,2,6,8,0,0,0,0,0,0,480
732,1978,Graduation,Married,66373.0,1,1,7,4,2,10,3,0,0,0,0,0,0,606
733,1948,PhD,Divorced,45072.0,1,2,5,6,1,4,8,0,0,0,0,0,0,284
734,1973,Graduation,Divorced,89694.0,1,1,3,4,3,4,5,0,1,1,1,0,0,1472
735,1949,Graduation,Married,72025.0,0,0,1,4,8,13,2,0,1,1,1,0,1,1677
736,1973,Graduation,Married,67432.0,0,1,2,8,5,4,4,0,0,0,0,0,0,1335
737,1952,Master,Together,70545.0,0,1,1,4,1,7,2,0,0,0,0,0,0,334
738,1989,Basic,Married,17487.0,1,0,1,1,0,2,7,0,0,0,0,0,0,18
739,1969,Graduation,Together,62882.0,0,1,2,7,5,6,4,0,0,0,0,0,0,1338
740,1953,PhD,Single,64108.0,0,1,4,6,9,11,5,0,0,0,0,0,0,1099
741,1956,Master,Together,34941.0,1,1,2,3,0,3,8,0,0,0,0,0,0,97
742,1950,PhD,Single,48767.0,1,2,3,2,1,3,5,0,0,0,0,0,0,63
743,1978,2n Cycle,Together,38702.0,1,0,2,3,0,4,6,0,0,0,0,0,0,109
744,1964,Graduation,Married,82224.0,0,0,1,6,9,5,3,0,0,0,1,0,0,902
745,1952,Graduation,Together,83844.0,0,0,1,4,4,11,1,0,0,1,0,0,0,1574
746,1975,2n Cycle,Married,17003.0,1,0,3,2,0,4,5,0,0,0,0,0,0,38
747,1995,Graduation,Single,71163.0,0,0,1,3,8,12,1,0,0,0,0,0,0,960
748,1970,Graduation,Single,33697.0,1,0,1,1,0,2,7,1,0,0,0,0,0,28
749,1954,2n Cycle,Married,63564.0,0,0,1,10,10,7,6,1,0,0,0,0,1,1215
750,1972,PhD,Together,83443.0,0,0,1,6,10,5,2,0,0,0,0,0,0,1497
751,1958,PhD,Together,51518.0,0,1,2,3,2,10,3,0,0,0,0,0,0,449
752,1975,Graduation,Widow,58330.0,0,1,1,6,4,13,4,0,0,0,0,0,0,1064
753,1969,Graduation,Married,80952.0,0,0,1,8,5,11,8,0,1,1,1,0,1,1757
754,1979,Graduation,Together,75507.0,0,0,1,8,6,6,3,0,0,0,0,0,0,1440
755,1978,2n Cycle,Together,63855.0,0,0,1,7,3,13,4,0,0,0,0,0,0,1006
756,1972,PhD,Together,62220.0,0,1,5,7,6,5,6,0,0,0,0,0,1,1226
757,1964,Graduation,Married,58512.0,0,1,5,3,4,8,8,0,0,0,0,0,0,1171
758,1979,Master,Married,40662.0,1,0,2,2,1,3,4,0,0,0,0,0,0,92
759,1959,PhD,Married,38829.0,0,1,1,3,2,2,5,0,0,0,0,0,0,99
760,1981,2n Cycle,Married,35523.0,1,0,2,3,0,3,7,0,0,0,0,0,0,66
761,1967,Graduation,Single,79146.0,1,1,2,8,1,8,6,0,0,0,0,0,0,564
762,1988,Master,Married,78285.0,0,0,1,6,4,10,3,0,0,0,0,0,0,1427
763,1978,PhD,Single,31626.0,1,0,1,2,1,2,7,1,0,0,0,0,1,86
764,1952,Graduation,Single,75127.0,0,0,1,2,11,5,1,0,0,0,0,0,0,833
765,1955,Graduation,Married,48726.0,0,1,3,3,2,4,6,0,0,0,0,0,0,242
766,1977,Graduation,Married,74985.0,0,0,1,3,6,7,2,0,0,0,0,0,0,1869
767,1987,Graduation,Together,67430.0,0,0,1,11,5,12,6,0,0,0,0,0,0,1364
768,1965,2n Cycle,Married,46891.0,0,1,1,2,1,4,4,0,0,0,0,0,0,183
769,1956,Master,Married,62058.0,0,1,4,6,1,7,6,0,0,0,0,0,0,450
770,1979,Graduation,Married,72063.0,0,1,2,5,2,12,2,0,0,0,0,0,0,758
771,1951,PhD,Married,78939.0,0,0,1,8,5,6,3,0,0,0,0,0,0,1507
772,1965,Graduation,Single,42720.0,1,1,8,7,3,7,8,0,0,0,0,0,1,654
773,1972,Graduation,Married,33622.0,1,1,3,2,0,4,7,0,0,0,0,0,0,81
774,1957,PhD,Together,6835.0,0,1,0,0,0,1,20,0,0,0,0,0,0,137
775,1953,Graduation,Together,41452.0,1,1,1,1,0,2,7,0,0,0,0,0,0,16
776,1965,PhD,Single,40760.0,0,1,2,2,1,3,6,0,0,0,0,0,0,93
777,1958,PhD,Together,74250.0,0,0,1,2,11,4,1,0,0,0,0,0,0,1158
778,1955,Master,Single,51124.0,1,1,2,1,0,3,3,0,0,0,0,0,0,43
779,1971,Graduation,Single,72258.0,0,1,2,6,9,5,2,0,0,0,0,0,0,1525
780,1974,PhD,Single,71466.0,0,0,1,4,4,10,1,0,0,0,0,0,0,1230
781,1976,Graduation,Together,36283.0,1,1,2,1,0,3,4,0,0,0,0,0,0,29
782,1970,Graduation,Single,20587.0,1,0,1,1,1,2,7,0,0,0,0,0,0,25
783,1972,Graduation,Married,30467.0,1,0,1,1,0,2,7,0,0,0,0,0,0,24
784,1972,Graduation,Together,31590.0,1,0,1,1,0,3,8,0,0,0,0,0,0,38
785,1986,Basic,Married,20425.0,1,0,2,2,0,3,7,0,0,0,0,0,0,57
786,1960,Master,Together,17144.0,1,1,5,3,0,4,7,0,0,0,0,0,0,47
787,1968,PhD,Divorced,42564.0,0,1,6,6,8,4,7,1,0,0,0,0,1,813
788,1978,Master,Married,43783.0,1,0,6,7,1,8,7,1,0,0,0,0,0,629
789,1976,Graduation,Divorced,40780.0,0,1,4,7,1,5,9,0,0,0,0,0,0,377
790,1945,Master,Together,62847.0,0,0,1,3,6,4,2,0,0,0,0,0,0,1612
791,1957,PhD,Married,82017.0,0,0,1,5,4,7,2,0,1,1,1,0,1,729
792,1950,Graduation,Single,16813.0,0,0,1,2,0,3,7,1,0,0,0,0,0,50
793,1978,Graduation,Married,51267.0,1,1,4,3,3,5,4,0,0,0,0,0,0,270
794,1961,Graduation,Single,46524.0,0,1,2,1,1,5,3,0,0,0,0,0,0,177
795,1962,Master,Single,45183.0,0,0,1,4,1,7,7,0,1,0,0,0,0,315
796,1954,PhD,Married,70421.0,0,1,3,10,3,7,6,0,0,0,0,0,0,767
797,1965,2n Cycle,Divorced,60161.0,0,1,3,11,4,8,8,0,0,0,0,0,0,1071
798,1973,Graduation,Together,73926.0,0,0,1,6,5,12,3,0,0,0,0,0,0,1580
799,1968,Graduation,Married,19329.0,1,0,3,4,0,3,8,0,0,0,0,0,0,60
800,1970,Master,Married,61872.0,0,1,4,4,4,9,4,0,0,0,0,0,0,573
801,1956,Graduation,Widow,46984.0,1,1,1,1,0,3,5,0,0,0,0,0,0,41
802,1951,Graduation,Married,34838.0,1,1,3,2,1,4,6,0,0,0,0,0,0,170
803,1944,PhD,Single,82716.0,0,0,1,6,8,13,2,0,0,0,0,0,0,1167
804,1958,Graduation,Married,48192.0,0,0,3,2,8,12,8,0,1,0,1,1,1,1526
805,1976,Master,Married,49681.0,0,2,6,7,1,7,7,0,0,0,0,0,0,458
806,1971,Master,Married,56850.0,0,1,1,1,1,3,2,0,0,0,0,0,0,63
807,1957,Graduation,Married,55267.0,0,1,4,3,4,6,3,0,0,0,0,0,0,405
808,1972,Graduation,Married,59666.0,1,1,7,3,2,8,8,0,1,0,0,0,0,1027
809,1972,Graduation,Single,72504.0,0,1,2,5,9,6,2,0,0,0,0,0,0,1478
810,1981,Graduation,Married,26872.0,0,0,1,1,1,2,6,0,0,0,0,0,0,72
811,1972,Graduation,Single,21359.0,1,0,2,2,0,3,8,0,0,0,0,0,1,48
812,1975,Graduation,Single,73170.0,0,0,1,5,4,6,2,0,0,0,0,0,0,726
813,1955,Master,Married,52750.0,0,1,6,5,7,9,4,0,0,0,0,0,0,860
814,1986,PhD,Together,91820.0,0,0,0,5,5,12,1,0,0,0,0,0,0,1497
815,1970,PhD,Together,65968.0,0,1,2,5,4,7,3,0,0,0,0,0,0,495
816,1976,Graduation,Married,30772.0,1,1,1,1,0,2,6,0,0,0,0,0,0,20
817,1954,Graduation,Single,22507.0,0,0,3,10,2,4,9,0,0,0,0,0,0,570
818,1972,Graduation,Married,65685.0,0,1,1,9,2,9,5,0,0,0,0,0,0,769
819,1978,2n Cycle,Married,25804.0,1,0,2,2,0,3,8,0,0,0,0,0,0,55
820,1980,PhD,Single,76412.0,0,0,1,5,4,8,3,0,0,1,1,0,1,1808
821,1972,Graduation,Married,22063.0,1,0,2,2,0,3,7,0,0,0,0,0,0,55
822,1961,Graduation,Single,57091.0,0,0,1,7,3,7,5,0,0,0,0,1,1,577
823,1963,Graduation,Married,22419.0,0,0,1,3,2,2,8,0,0,0,0,0,0,162
824,1959,Graduation,Together,87771.0,0,1,1,5,10,4,6,0,1,1,1,1,1,1957
825,1959,2n Cycle,Divorced,78353.0,0,1,1,10,2,11,8,0,0,0,0,0,0,1576
826,1954,Graduation,Married,93404.0,1,2,3,3,4,7,5,0,1,1,0,0,0,1616
827,1962,Graduation,Divorced,37859.0,1,2,2,1,0,3,8,0,0,0,0,0,0,36
828,1958,PhD,Widow,80995.0,0,1,1,8,9,4,4,0,0,0,0,0,0,1482
829,1984,Graduation,Together,16529.0,1,0,1,1,0,3,6,0,0,0,0,0,0,22
830,1976,PhD,Divorced,55412.0,1,1,1,2,0,3,5,0,0,0,0,0,0,63
831,1992,Graduation,Single,48789.0,0,0,1,6,4,7,6,0,0,0,0,0,0,680
832,1967,PhD,Together,56575.0,0,2,3,7,3,7,5,0,0,0,0,0,0,542
833,1980,2n Cycle,Together,25130.0,1,0,2,2,0,3,7,0,0,0,0,0,0,50
834,1967,Graduation,Married,35441.0,1,1,2,1,0,3,8,0,0,0,0,0,0,39
835,1956,Graduation,Married,71391.0,0,1,5,6,5,12,3,0,0,0,0,0,0,1043
836,1972,Master,Single,49494.0,1,0,2,6,1,5,7,0,0,0,0,0,0,385
837,1980,Graduation,Divorced,81702.0,0,0,1,7,7,12,3,0,0,0,0,0,0,1633
838,1980,2n Cycle,Single,45889.0,0,1,1,1,0,3,6,0,0,0,0,0,0,46
839,1977,Graduation,Single,56628.0,0,1,2,7,6,5,5,1,0,0,0,0,0,761
840,1950,Graduation,Together,34026.0,1,1,3,2,1,3,5,0,0,0,0,0,0,76
841,1974,Graduation,Married,40049.0,0,1,3,3,2,6,5,0,0,0,0,0,0,290
842,1988,Graduation,Single,34176.0,1,0,4,3,0,4,6,0,0,0,0,0,0,89
843,1981,Graduation,Married,19419.0,1,0,4,4,0,3,9,0,0,0,0,0,0,70
844,1960,2n Cycle,Married,82504.0,0,0,1,3,6,7,1,0,0,0,0,0,0,1066
845,1970,Graduation,Together,81205.0,0,0,1,5,6,7,2,1,0,1,0,1,1,2009
846,1991,2n Cycle,Single,61618.0,0,0,2,3,6,8,3,0,0,0,0,0,0,1345
847,1956,Master,Single,55284.0,0,1,3,7,5,8,5,0,0,0,0,0,0,764
848,1963,Graduation,Single,49980.0,0,1,2,3,1,5,5,0,0,0,0,0,0,195
849,1980,Graduation,Married,15072.0,2,0,4,3,1,3,5,0,0,0,0,0,0,53
850,1974,Graduation,Single,49166.0,0,1,2,5,3,3,6,0,0,0,0,0,0,368
851,1954,PhD,Married,65324.0,0,1,3,6,2,9,4,0,0,0,0,0,0,544
852,1957,2n Cycle,Married,82347.0,0,0,1,7,7,10,3,1,0,0,1,0,0,1853
853,1966,PhD,Together,30843.0,1,1,2,1,1,2,5,1,0,0,0,0,0,35
854,1974,PhD,Married,46374.0,0,1,3,7,1,7,8,0,1,0,1,0,1,446
855,1979,Graduation,Single,60474.0,0,1,7,10,2,12,7,0,0,0,0,0,0,1180
856,1973,Master,Married,38576.0,0,1,1,1,0,3,7,0,0,0,0,0,0,41
857,1985,Graduation,Married,55357.0,2,0,3,6,2,11,5,0,0,0,0,0,0,727
858,1966,Graduation,Together,37758.0,1,1,2,1,0,3,8,0,0,0,0,0,0,40
859,1989,2n Cycle,Married,85710.0,0,0,1,6,9,10,2,0,0,1,0,0,0,1062
860,1969,Graduation,Together,23228.0,1,0,2,2,0,3,8,0,0,0,0,0,0,40
861,1969,Master,Together,44602.0,1,1,6,6,1,4,8,0,0,0,0,0,0,292
862,1987,Graduation,Married,7500.0,0,0,1,0,0,3,6,0,0,0,0,0,0,15
863,1989,2n Cycle,Together,38683.0,1,0,6,4,1,6,7,0,0,0,0,0,0,341
864,1975,2n Cycle,Single,49514.0,1,0,2,6,1,4,7,0,0,0,0,0,0,369
865,1973,PhD,Together,57906.0,0,1,3,4,2,8,4,0,0,0,0,0,0,401
866,1966,Master,Single,43456.0,0,1,3,5,1,8,5,0,0,0,0,0,0,393
867,1986,Master,Single,19485.0,2,0,1,1,0,2,7,0,0,0,0,0,0,10
868,1978,Graduation,Together,53172.0,0,1,3,2,3,8,3,0,0,0,0,0,0,486
869,1979,Graduation,Together,30545.0,1,0,2,2,0,3,7,0,0,0,0,0,0,69
870,1983,PhD,Together,70123.0,0,0,1,5,7,4,3,0,1,0,0,1,0,1727
871,1959,Graduation,Single,62450.0,0,1,2,5,5,4,3,0,1,0,0,0,0,995
872,1976,Graduation,Together,21675.0,1,0,3,4,0,3,7,0,0,0,0,0,0,45
873,1981,2n Cycle,Single,42395.0,1,1,4,3,1,4,7,0,0,0,0,0,0,182
874,1978,Master,Together,61346.0,1,0,1,5,7,10,3,0,0,0,0,0,0,989
875,1953,Graduation,Together,80812.0,0,0,1,4,8,5,2,1,0,1,1,0,0,1677
876,1971,Master,Divorced,42835.0,1,1,7,6,6,4,6,0,0,0,0,0,0,595
877,1983,Graduation,Married,39922.0,1,0,2,3,0,4,8,0,0,0,0,0,0,156
878,1956,Master,Single,86424.0,0,0,1,6,9,12,1,0,0,0,0,0,0,1226
879,1978,2n Cycle,Together,17117.0,1,0,4,3,1,3,9,0,0,0,0,0,0,128
880,1972,Graduation,Single,24762.0,1,0,3,3,1,2,8,1,0,0,0,0,1,86
881,1975,Graduation,Married,35797.0,0,1,2,2,0,3,8,0,0,0,0,0,0,68
882,1975,Graduation,Divorced,36627.0,2,0,1,0,0,3,5,0,0,0,0,0,0,16
883,1981,2n Cycle,Married,51111.0,1,1,2,2,0,3,6,0,0,0,0,0,0,55
884,1972,PhD,Single,86857.0,0,0,1,5,6,10,2,0,0,0,0,0,1,2114
885,1970,PhD,Together,82072.0,0,0,1,3,2,13,1,0,0,0,0,0,0,2018
886,1953,PhD,Single,46231.0,2,1,4,6,1,4,9,0,0,0,0,0,0,263
887,1959,Graduation,Married,42243.0,1,1,2,2,0,3,7,0,0,0,0,0,0,55
888,1962,Graduation,Together,51195.0,1,1,8,9,2,5,8,0,0,0,0,0,0,564
889,1978,Master,Single,68092.0,0,0,2,2,6,10,5,0,0,0,0,0,0,1281
890,1973,Graduation,Married,31814.0,1,0,2,2,0,3,9,1,0,0,0,0,0,83
891,1965,Master,Widow,51390.0,1,1,6,5,2,5,5,0,0,0,0,0,0,353
892,1983,Graduation,Married,76630.0,0,0,1,3,10,11,1,0,0,0,0,0,0,1003
893,1991,Basic,Single,26868.0,1,0,1,1,0,2,7,0,0,0,0,0,0,14
894,1943,PhD,Divorced,48948.0,0,0,2,7,10,5,6,1,0,0,0,0,1,902
895,1972,PhD,Single,55260.0,0,1,2,8,10,5,6,0,0,0,0,0,0,1139
