,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Total_Amount_Spent,Target
621,1971,2,4,31632.0,0,0,1,2,1,2,7,0,0,0,0,0,0,95,3
622,1949,2,6,72298.0,0,0,1,4,3,6,1,0,1,1,0,0,0,939,1
623,1978,0,4,36975.0,1,0,1,1,0,3,7,0,0,0,0,0,0,33,3
624,1955,0,3,72635.0,0,0,1,6,8,6,3,0,0,0,1,0,0,981,1
625,1976,2,3,13624.0,1,0,2,2,0,3,6,0,0,0,0,0,0,36,3
626,1975,2,4,84196.0,0,1,1,8,4,7,3,0,0,0,0,0,0,1237,1
627,1960,2,5,70971.0,0,1,7,11,11,5,7,0,0,0,0,0,1,1825,1
628,1977,4,2,34487.0,1,1,3,3,0,3,9,0,0,0,0,0,0,103,3
629,1977,2,4,28769.0,1,0,3,4,1,4,9,0,0,0,0,0,0,191,3
630,1970,4,3,69084.0,1,0,2,7,3,13,8,0,0,0,0,0,0,1586,1
631,1958,4,5,65488.0,0,0,1,3,4,6,1,0,0,0,0,0,0,963,1
632,1970,0,3,62466.0,0,1,5,6,3,12,4,0,0,0,0,0,0,889,0
633,1960,0,4,32218.0,0,0,1,2,1,3,7,1,0,0,0,0,1,93,3
634,1973,2,4,83917.0,0,0,1,6,7,7,3,0,0,0,0,0,1,1587,1
635,1962,2,2,46102.0,2,1,1,1,0,2,7,0,0,0,0,0,0,16,0
636,1952,2,4,84574.0,0,0,1,9,11,11,5,0,0,0,0,0,0,1375,1
637,1962,2,3,56181.0,0,1,1,4,2,7,4,0,0,0,0,0,0,393,0
638,1950,3,2,63120.0,0,1,5,8,4,9,7,0,0,0,0,0,1,1477,0
639,1971,2,3,73691.0,0,1,2,6,2,8,2,1,0,0,0,0,0,1179,1
640,1960,2,5,63381.0,0,1,4,4,5,13,2,0,0,0,0,0,0,1005,0
641,1948,4,5,76140.0,0,0,1,5,9,6,2,0,0,0,0,0,0,1348,1
642,1959,4,2,62859.0,0,1,4,9,4,6,6,0,0,0,0,0,0,1307,0
643,1964,2,4,45906.0,0,1,2,5,4,4,5,1,0,0,0,0,0,486,0
644,1947,3,5,77632.0,0,0,1,4,2,6,2,0,1,1,0,0,1,2252,1
645,1971,4,3,46463.0,1,1,7,3,1,6,6,0,0,0,0,0,0,235,0
646,1970,2,5,105471.0,0,0,0,9,8,13,3,0,0,1,1,0,1,1724,1
647,1970,3,2,55282.0,1,0,1,3,1,6,4,0,0,0,0,0,0,235,0
648,1977,3,3,78710.0,0,1,3,7,6,12,4,0,0,0,0,0,0,1092,1
649,1958,2,5,66886.0,0,1,2,7,1,7,5,0,0,0,0,0,0,599,1
650,1960,3,4,98777.0,0,0,0,4,6,9,1,0,1,0,0,0,0,2008,1
651,1985,2,5,29103.0,1,0,2,1,0,3,9,0,0,0,0,0,0,48,3
652,1974,2,3,67445.0,0,1,5,9,6,12,6,0,0,0,0,0,0,1174,1
653,1950,4,5,50616.0,0,1,1,1,1,4,2,0,0,0,0,0,0,67,0
654,1955,2,2,49431.0,0,1,2,7,1,5,8,0,0,0,0,0,0,365,0
655,1975,2,2,153924.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
656,1953,2,5,61278.0,0,1,2,3,1,4,6,0,0,0,0,0,0,165,0
657,1958,0,5,26490.0,0,0,2,3,1,5,6,0,0,0,0,0,0,210,3
658,1947,4,5,73059.0,0,1,1,9,3,13,4,0,0,0,0,0,0,1095,1
659,1966,4,4,46734.0,1,2,4,3,2,3,6,1,0,0,0,0,0,223,0
660,1963,2,5,56253.0,0,1,4,7,2,9,6,0,0,0,0,0,0,597,0
661,1985,2,3,19986.0,1,0,1,0,0,3,7,0,0,0,0,0,0,22,3
662,1975,2,6,58330.0,0,1,1,6,4,13,4,0,0,0,0,0,0,1064,0
663,1980,1,3,25965.0,0,0,1,2,0,3,8,0,0,0,0,0,0,74,3
664,1956,3,5,14661.0,0,0,1,1,0,3,6,0,0,0,0,0,0,26,3
665,1959,2,3,18690.0,0,0,1,1,1,2,8,0,0,0,0,0,0,60,3
666,1974,4,5,45068.0,0,1,1,1,0,2,7,0,0,0,0,0,0,20,0
667,1987,1,4,21063.0,1,0,2,2,0,3,6,0,0,0,0,0,0,59,3
668,1968,4,3,29187.0,1,0,1,1,0,3,8,0,0,0,0,0,0,34,3
669,1971,0,3,54690.0,1,1,3,3,1,5,3,0,0,0,0,0,0,198,0
670,1964,4,3,59304.0,0,1,3,7,8,10,5,0,0,0,0,0,0,1048,0
671,1962,3,4,59247.0,0,2,5,5,2,9,6,0,0,0,0,0,0,574,0
672,1970,2,6,66731.0,0,1,4,4,3,6,3,0,0,0,0,0,0,1029,1
673,1980,2,3,77353.0,0,1,2,6,4,8,4,0,0,0,0,0,0,670,1
674,1975,4,4,52614.0,0,1,2,2,4,8,8,0,0,0,0,0,0,990,0
675,1974,2,3,26751.0,2,0,1,1,0,2,8,0,0,0,0,0,0,11,3
676,1963,4,3,81300.0,0,1,3,10,3,5,5,0,0,0,1,0,1,1241,1
677,1979,2,4,70337.0,0,0,1,2,2,12,1,0,0,0,0,0,0,576,1
678,1985,0,3,36145.0,1,0,4,4,1,3,9,1,0,0,0,0,1,172,3
679,1980,4,4,65295.0,0,0,1,3,3,13,2,0,0,0,0,0,0,664,1
680,1963,2,2,68118.0,0,1,2,8,9,4,6,0,0,0,0,0,0,928,1
681,1967,2,2,68743.0,0,0,1,11,5,13,7,0,0,0,0,0,0,2074,1
682,1982,0,5,41039.0,0,0,1,8,1,5,8,0,0,0,0,0,0,467,0
683,1955,2,5,38946.0,0,1,2,3,1,6,5,0,0,0,0,0,0,257,3
684,1967,2,5,65777.0,0,0,1,2,8,6,1,0,0,0,0,0,0,1146,1
685,1976,4,2,66476.0,0,1,2,5,2,11,4,0,0,0,0,0,0,689,1
686,1972,4,4,86857.0,0,0,1,5,6,10,2,0,0,0,0,0,1,2114,1
687,1982,4,3,160803.0,0,0,15,0,28,1,0,0,0,0,0,0,0,1717,1
688,1989,4,5,77845.0,0,0,1,3,5,12,1,0,0,1,1,0,0,1346,1
689,1969,4,5,69476.0,0,0,1,4,6,4,2,0,0,0,0,0,0,1044,1
690,1960,4,2,50611.0,0,1,6,4,5,7,6,0,1,0,0,0,1,493,0
691,1970,2,4,61209.0,0,0,1,5,3,4,2,0,0,0,0,0,0,957,0
692,1958,3,5,42315.0,0,1,3,1,4,4,3,0,0,0,0,0,0,270,0
693,1952,1,5,13084.0,0,0,1,1,0,3,6,0,0,0,0,0,0,29,3
694,1949,3,6,47570.0,1,1,3,2,2,2,7,0,0,0,0,0,1,121,0
695,1961,3,3,61923.0,0,2,1,2,1,4,3,0,0,0,0,0,0,126,0
696,1995,2,4,34824.0,0,0,1,1,0,2,6,0,0,0,0,0,0,23,3
697,1949,4,4,26518.0,1,1,3,2,0,3,8,0,0,0,0,0,1,57,3
698,1961,2,4,45938.0,0,0,2,8,4,6,6,0,0,0,0,0,0,636,0
699,1960,2,5,78468.0,0,0,1,10,7,10,4,0,0,0,1,0,0,1004,1
700,1973,2,2,78901.0,0,1,3,9,3,5,4,0,0,0,0,0,0,734,1
701,1978,2,3,71427.0,2,0,2,8,2,8,4,0,0,0,0,0,0,614,1
702,1978,2,2,71022.0,0,1,3,5,2,11,8,1,0,0,0,0,0,1453,1
703,1988,3,4,90247.0,0,0,1,3,4,7,1,0,1,1,1,0,1,1621,1
704,1968,3,2,41335.0,1,0,3,4,1,4,7,0,0,0,0,0,0,187,0
705,1986,2,3,71952.0,1,0,2,8,4,8,4,1,0,1,0,0,0,1443,1
706,1970,4,2,35682.0,1,0,1,1,1,3,2,0,0,0,0,0,0,57,3
707,1951,2,2,43185.0,0,1,2,9,3,6,8,0,0,0,0,0,0,637,0
708,1948,4,5,66375.0,0,1,3,2,4,5,7,1,0,0,0,0,0,948,1
709,1971,3,3,35178.0,1,0,1,1,1,2,7,1,0,0,0,0,1,59,3
710,1986,2,3,25252.0,1,0,1,1,0,2,8,0,0,0,0,0,0,18,3
711,1965,3,4,55250.0,0,1,4,7,5,10,5,0,0,0,0,0,0,903,0
712,1975,2,4,33249.0,1,0,2,2,1,3,6,0,0,0,0,0,0,112,3
713,1953,2,5,58398.0,0,0,3,5,4,8,4,0,0,0,0,0,0,596,0
714,1982,2,5,50272.0,1,0,3,4,1,5,7,0,0,0,0,0,0,233,0
715,1975,4,3,76618.0,0,0,1,3,2,5,1,0,0,0,0,0,0,1511,1
716,1960,0,2,87305.0,0,0,1,5,3,8,2,0,0,1,0,0,1,1152,1
717,1978,2,5,25851.0,1,0,2,2,0,3,7,0,0,0,0,0,0,48,3
718,1970,2,2,58710.0,0,1,6,11,5,9,6,0,0,0,0,0,0,1185,0
719,1958,2,4,45160.0,1,1,1,1,0,2,7,0,0,0,0,0,0,21,0
720,1965,3,3,74806.0,0,1,2,5,4,5,4,0,0,0,0,0,0,965,1
721,1954,2,3,59111.0,0,0,1,11,1,8,7,0,0,0,0,0,0,869,0
722,1984,4,3,18988.0,1,0,2,1,0,3,7,0,0,0,0,0,0,16,3
723,1965,2,3,72190.0,0,0,1,5,6,4,3,0,0,0,0,0,0,1947,1
724,1976,2,3,7500.0,1,0,5,4,1,2,9,1,0,0,0,0,1,71,3
725,1966,2,3,44794.0,0,1,1,2,0,3,6,0,0,0,0,0,0,65,0
726,1955,2,3,80395.0,0,0,1,6,5,12,2,0,0,0,1,0,0,1380,1
727,1976,3,2,75012.0,0,0,1,3,8,11,1,0,0,0,0,0,0,1027,1
728,1965,3,3,56962.0,2,1,7,6,3,5,7,0,0,0,0,0,0,411,0
729,1991,2,5,89891.0,0,0,1,11,6,8,4,0,0,1,0,0,0,836,1
730,1949,4,2,35946.0,1,1,1,0,0,3,5,0,0,0,0,0,0,11,3
731,1953,4,5,53593.0,1,1,8,7,2,6,8,0,0,0,0,0,0,480,0
732,1978,2,3,66373.0,1,1,7,4,2,10,3,0,0,0,0,0,0,606,1
733,1948,4,2,45072.0,1,2,5,6,1,4,8,0,0,0,0,0,0,284,0
734,1973,2,2,89694.0,1,1,3,4,3,4,5,0,1,1,1,0,0,1472,1
735,1949,2,3,72025.0,0,0,1,4,8,13,2,0,1,1,1,0,1,1677,1
736,1973,2,3,67432.0,0,1,2,8,5,4,4,0,0,0,0,0,0,1335,1
737,1952,3,5,70545.0,0,1,1,4,1,7,2,0,0,0,0,0,0,334,1
738,1989,1,3,17487.0,1,0,1,1,0,2,7,0,0,0,0,0,0,18,3
739,1969,2,5,62882.0,0,1,2,7,5,6,4,0,0,0,0,0,0,1338,0
740,1953,4,4,64108.0,0,1,4,6,9,11,5,0,0,0,0,0,0,1099,0
741,1956,3,5,34941.0,1,1,2,3,0,3,8,0,0,0,0,0,0,97,3
742,1950,4,4,48767.0,1,2,3,2,1,3,5,0,0,0,0,0,0,63,0
743,1978,0,5,38702.0,1,0,2,3,0,4,6,0,0,0,0,0,0,109,3
744,1964,2,3,82224.0,0,0,1,6,9,5,3,0,0,0,1,0,0,902,1
745,1952,2,5,83844.0,0,0,1,4,4,11,1,0,0,1,0,0,0,1574,1
746,1975,0,3,17003.0,1,0,3,2,0,4,5,0,0,0,0,0,0,38,3
747,1995,2,4,71163.0,0,0,1,3,8,12,1,0,0,0,0,0,0,960,1
748,1970,2,4,33697.0,1,0,1,1,0,2,7,1,0,0,0,0,0,28,3
749,1954,0,3,63564.0,0,0,1,10,10,7,6,1,0,0,0,0,1,1215,0
750,1972,4,5,83443.0,0,0,1,6,10,5,2,0,0,0,0,0,0,1497,1
751,1958,4,5,51518.0,0,1,2,3,2,10,3,0,0,0,0,0,0,449,0
752,1975,2,6,58330.0,0,1,1,6,4,13,4,0,0,0,0,0,0,1064,0
753,1969,2,3,80952.0,0,0,1,8,5,11,8,0,1,1,1,0,1,1757,1
754,1979,2,5,75507.0,0,0,1,8,6,6,3,0,0,0,0,0,0,1440,1
755,1978,0,5,63855.0,0,0,1,7,3,13,4,0,0,0,0,0,0,1006,0
756,1972,4,5,62220.0,0,1,5,7,6,5,6,0,0,0,0,0,1,1226,0
757,1964,2,3,58512.0,0,1,5,3,4,8,8,0,0,0,0,0,0,1171,0
758,1979,3,3,40662.0,1,0,2,2,1,3,4,0,0,0,0,0,0,92,0
759,1959,4,3,38829.0,0,1,1,3,2,2,5,0,0,0,0,0,0,99,3
760,1981,0,3,35523.0,1,0,2,3,0,3,7,0,0,0,0,0,0,66,3
761,1967,2,4,79146.0,1,1,2,8,1,8,6,0,0,0,0,0,0,564,1
762,1988,3,3,78285.0,0,0,1,6,4,10,3,0,0,0,0,0,0,1427,1
763,1978,4,4,31626.0,1,0,1,2,1,2,7,1,0,0,0,0,1,86,3
764,1952,2,4,75127.0,0,0,1,2,11,5,1,0,0,0,0,0,0,833,1
765,1955,2,3,48726.0,0,1,3,3,2,4,6,0,0,0,0,0,0,242,0
766,1977,2,3,74985.0,0,0,1,3,6,7,2,0,0,0,0,0,0,1869,1
767,1987,2,5,67430.0,0,0,1,11,5,12,6,0,0,0,0,0,0,1364,1
768,1965,0,3,46891.0,0,1,1,2,1,4,4,0,0,0,0,0,0,183,0
769,1956,3,3,62058.0,0,1,4,6,1,7,6,0,0,0,0,0,0,450,0
770,1979,2,3,72063.0,0,1,2,5,2,12,2,0,0,0,0,0,0,758,1
771,1951,4,3,78939.0,0,0,1,8,5,6,3,0,0,0,0,0,0,1507,1
772,1965,2,4,42720.0,1,1,8,7,3,7,8,0,0,0,0,0,1,654,0
773,1972,2,3,33622.0,1,1,3,2,0,4,7,0,0,0,0,0,0,81,3
774,1957,4,5,6835.0,0,1,0,0,0,1,20,0,0,0,0,0,0,137,3
775,1953,2,5,41452.0,1,1,1,1,0,2,7,0,0,0,0,0,0,16,0
776,1965,4,4,40760.0,0,1,2,2,1,3,6,0,0,0,0,0,0,93,0
777,1958,4,5,74250.0,0,0,1,2,11,4,1,0,0,0,0,0,0,1158,1
778,1955,3,4,51124.0,1,1,2,1,0,3,3,0,0,0,0,0,0,43,0
779,1971,2,4,72258.0,0,1,2,6,9,5,2,0,0,0,0,0,0,1525,1
780,1974,4,4,71466.0,0,0,1,4,4,10,1,0,0,0,0,0,0,1230,1
781,1976,2,5,36283.0,1,1,2,1,0,3,4,0,0,0,0,0,0,29,3
782,1970,2,4,20587.0,1,0,1,1,1,2,7,0,0,0,0,0,0,25,3
783,1972,2,3,30467.0,1,0,1,1,0,2,7,0,0,0,0,0,0,24,3
784,1972,2,5,31590.0,1,0,1,1,0,3,8,0,0,0,0,0,0,38,3
785,1986,1,3,20425.0,1,0,2,2,0,3,7,0,0,0,0,0,0,57,3
786,1960,3,5,17144.0,1,1,5,3,0,4,7,0,0,0,0,0,0,47,3
787,1968,4,2,42564.0,0,1,6,6,8,4,7,1,0,0,0,0,1,813,0
788,1978,3,3,43783.0,1,0,6,7,1,8,7,1,0,0,0,0,0,629,0
789,1976,2,2,40780.0,0,1,4,7,1,5,9,0,0,0,0,0,0,377,0
790,1945,3,5,62847.0,0,0,1,3,6,4,2,0,0,0,0,0,0,1612,0
791,1957,4,3,82017.0,0,0,1,5,4,7,2,0,1,1,1,0,1,729,1
792,1950,2,4,16813.0,0,0,1,2,0,3,7,1,0,0,0,0,0,50,3
793,1978,2,3,51267.0,1,1,4,3,3,5,4,0,0,0,0,0,0,270,0
794,1961,2,4,46524.0,0,1,2,1,1,5,3,0,0,0,0,0,0,177,0
795,1962,3,4,45183.0,0,0,1,4,1,7,7,0,1,0,0,0,0,315,0
796,1954,4,3,70421.0,0,1,3,10,3,7,6,0,0,0,0,0,0,767,1
797,1965,0,2,60161.0,0,1,3,11,4,8,8,0,0,0,0,0,0,1071,0
798,1973,2,5,73926.0,0,0,1,6,5,12,3,0,0,0,0,0,0,1580,1
799,1968,2,3,19329.0,1,0,3,4,0,3,8,0,0,0,0,0,0,60,3
800,1970,3,3,61872.0,0,1,4,4,4,9,4,0,0,0,0,0,0,573,0
801,1956,2,6,46984.0,1,1,1,1,0,3,5,0,0,0,0,0,0,41,0
802,1951,2,3,34838.0,1,1,3,2,1,4,6,0,0,0,0,0,0,170,3
803,1944,4,4,82716.0,0,0,1,6,8,13,2,0,0,0,0,0,0,1167,1
804,1958,2,3,48192.0,0,0,3,2,8,12,8,0,1,0,1,1,1,1526,0
805,1976,3,3,49681.0,0,2,6,7,1,7,7,0,0,0,0,0,0,458,0
806,1971,3,3,56850.0,0,1,1,1,1,3,2,0,0,0,0,0,0,63,0
807,1957,2,3,55267.0,0,1,4,3,4,6,3,0,0,0,0,0,0,405,0
808,1972,2,3,59666.0,1,1,7,3,2,8,8,0,1,0,0,0,0,1027,0
809,1972,2,4,72504.0,0,1,2,5,9,6,2,0,0,0,0,0,0,1478,1
810,1981,2,3,26872.0,0,0,1,1,1,2,6,0,0,0,0,0,0,72,3
811,1972,2,4,21359.0,1,0,2,2,0,3,8,0,0,0,0,0,1,48,3
812,1975,2,4,73170.0,0,0,1,5,4,6,2,0,0,0,0,0,0,726,1
813,1955,3,3,52750.0,0,1,6,5,7,9,4,0,0,0,0,0,0,860,0
814,1986,4,5,91820.0,0,0,0,5,5,12,1,0,0,0,0,0,0,1497,1
815,1970,4,5,65968.0,0,1,2,5,4,7,3,0,0,0,0,0,0,495,1
816,1976,2,3,30772.0,1,1,1,1,0,2,6,0,0,0,0,0,0,20,3
817,1954,2,4,22507.0,0,0,3,10,2,4,9,0,0,0,0,0,0,570,3
818,1972,2,3,65685.0,0,1,1,9,2,9,5,0,0,0,0,0,0,769,1
819,1978,0,3,25804.0,1,0,2,2,0,3,8,0,0,0,0,0,0,55,3
820,1980,4,4,76412.0,0,0,1,5,4,8,3,0,0,1,1,0,1,1808,1
821,1972,2,3,22063.0,1,0,2,2,0,3,7,0,0,0,0,0,0,55,3
822,1961,2,4,57091.0,0,0,1,7,3,7,5,0,0,0,0,1,1,577,0
823,1963,2,3,22419.0,0,0,1,3,2,2,8,0,0,0,0,0,0,162,3
824,1959,2,5,87771.0,0,1,1,5,10,4,6,0,1,1,1,1,1,1957,1
825,1959,0,2,78353.0,0,1,1,10,2,11,8,0,0,0,0,0,0,1576,1
826,1954,2,3,93404.0,1,2,3,3,4,7,5,0,1,1,0,0,0,1616,1
827,1962,2,2,37859.0,1,2,2,1,0,3,8,0,0,0,0,0,0,36,3
828,1958,4,6,80995.0,0,1,1,8,9,4,4,0,0,0,0,0,0,1482,1
829,1984,2,5,16529.0,1,0,1,1,0,3,6,0,0,0,0,0,0,22,3
830,1976,4,2,55412.0,1,1,1,2,0,3,5,0,0,0,0,0,0,63,0
831,1992,2,4,48789.0,0,0,1,6,4,7,6,0,0,0,0,0,0,680,0
832,1967,4,5,56575.0,0,2,3,7,3,7,5,0,0,0,0,0,0,542,0
833,1980,0,5,25130.0,1,0,2,2,0,3,7,0,0,0,0,0,0,50,3
834,1967,2,3,35441.0,1,1,2,1,0,3,8,0,0,0,0,0,0,39,3
835,1956,2,3,71391.0,0,1,5,6,5,12,3,0,0,0,0,0,0,1043,1
836,1972,3,4,49494.0,1,0,2,6,1,5,7,0,0,0,0,0,0,385,0
837,1980,2,2,81702.0,0,0,1,7,7,12,3,0,0,0,0,0,0,1633,1
838,1980,0,4,45889.0,0,1,1,1,0,3,6,0,0,0,0,0,0,46,0
839,1977,2,4,56628.0,0,1,2,7,6,5,5,1,0,0,0,0,0,761,0
840,1950,2,5,34026.0,1,1,3,2,1,3,5,0,0,0,0,0,0,76,3
841,1974,2,3,40049.0,0,1,3,3,2,6,5,0,0,0,0,0,0,290,3
842,1988,2,4,34176.0,1,0,4,3,0,4,6,0,0,0,0,0,0,89,3
843,1981,2,3,19419.0,1,0,4,4,0,3,9,0,0,0,0,0,0,70,3
844,1960,0,3,82504.0,0,0,1,3,6,7,1,0,0,0,0,0,0,1066,1
845,1970,2,5,81205.0,0,0,1,5,6,7,2,1,0,1,0,1,1,2009,1
846,1991,0,4,61618.0,0,0,2,3,6,8,3,0,0,0,0,0,0,1345,0
847,1956,3,4,55284.0,0,1,3,7,5,8,5,0,0,0,0,0,0,764,0
848,1963,2,4,49980.0,0,1,2,3,1,5,5,0,0,0,0,0,0,195,0
849,1980,2,3,15072.0,2,0,4,3,1,3,5,0,0,0,0,0,0,53,3
850,1974,2,4,49166.0,0,1,2,5,3,3,6,0,0,0,0,0,0,368,0
851,1954,4,3,65324.0,0,1,3,6,2,9,4,0,0,0,0,0,0,544,1
852,1957,0,3,82347.0,0,0,1,7,7,10,3,1,0,0,1,0,0,1853,1
853,1966,4,5,30843.0,1,1,2,1,1,2,5,1,0,0,0,0,0,35,3
854,1974,4,3,46374.0,0,1,3,7,1,7,8,0,1,0,1,0,1,446,0
855,1979,2,4,60474.0,0,1,7,10,2,12,7,0,0,0,0,0,0,1180,0
856,1973,3,3,38576.0,0,1,1,1,0,3,7,0,0,0,0,0,0,41,3
857,1985,2,3,55357.0,2,0,3,6,2,11,5,0,0,0,0,0,0,727,0
858,1966,2,5,37758.0,1,1,2,1,0,3,8,0,0,0,0,0,0,40,3
859,1989,0,3,85710.0,0,0,1,6,9,10,2,0,0,1,0,0,0,1062,1
860,1969,2,5,23228.0,1,0,2,2,0,3,8,0,0,0,0,0,0,40,3
861,1969,3,5,44602.0,1,1,6,6,1,4,8,0,0,0,0,0,0,292,0
862,1987,2,3,7500.0,0,0,1,0,0,3,6,0,0,0,0,0,0,15,3
863,1989,0,5,38683.0,1,0,6,4,1,6,7,0,0,0,0,0,0,341,3
864,1975,0,4,49514.0,1,0,2,6,1,4,7,0,0,0,0,0,0,369,0
865,1973,4,5,57906.0,0,1,3,4,2,8,4,0,0,0,0,0,0,401,0
866,1966,3,4,43456.0,0,1,3,5,1,8,5,0,0,0,0,0,0,393,0
867,1986,3,4,19485.0,2,0,1,1,0,2,7,0,0,0,0,0,0,10,3
868,1978,2,5,53172.0,0,1,3,2,3,8,3,0,0,0,0,0,0,486,0
869,1979,2,5,30545.0,1,0,2,2,0,3,7,0,0,0,0,0,0,69,3
870,1983,4,5,70123.0,0,0,1,5,7,4,3,0,1,0,0,1,0,1727,1
871,1959,2,4,62450.0,0,1,2,5,5,4,3,0,1,0,0,0,0,995,0
872,1976,2,5,21675.0,1,0,3,4,0,3,7,0,0,0,0,0,0,45,3
873,1981,0,4,42395.0,1,1,4,3,1,4,7,0,0,0,0,0,0,182,0
874,1978,3,5,61346.0,1,0,1,5,7,10,3,0,0,0,0,0,0,989,0
875,1953,2,5,80812.0,0,0,1,4,8,5,2,1,0,1,1,0,0,1677,1
876,1971,3,2,42835.0,1,1,7,6,6,4,6,0,0,0,0,0,0,595,0
877,1983,2,3,39922.0,1,0,2,3,0,4,8,0,0,0,0,0,0,156,3
878,1956,3,4,86424.0,0,0,1,6,9,12,1,0,0,0,0,0,0,1226,1
879,1978,0,5,17117.0,1,0,4,3,1,3,9,0,0,0,0,0,0,128,3
880,1972,2,4,24762.0,1,0,3,3,1,2,8,1,0,0,0,0,1,86,3
881,1975,2,3,35797.0,0,1,2,2,0,3,8,0,0,0,0,0,0,68,3
882,1975,2,2,36627.0,2,0,1,0,0,3,5,0,0,0,0,0,0,16,3
883,1981,0,3,51111.0,1,1,2,2,0,3,6,0,0,0,0,0,0,55,0
884,1972,4,4,86857.0,0,0,1,5,6,10,2,0,0,0,0,0,1,2114,1
885,1970,4,5,82072.0,0,0,1,3,2,13,1,0,0,0,0,0,0,2018,1
886,1953,4,4,46231.0,2,1,4,6,1,4,9,0,0,0,0,0,0,263,0
887,1959,2,3,42243.0,1,1,2,2,0,3,7,0,0,0,0,0,0,55,0
888,1962,2,5,51195.0,1,1,8,9,2,5,8,0,0,0,0,0,0,564,0
889,1978,3,4,68092.0,0,0,2,2,6,10,5,0,0,0,0,0,0,1281,1
890,1973,2,3,31814.0,1,0,2,2,0,3,9,1,0,0,0,0,0,83,3
891,1965,3,6,51390.0,1,1,6,5,2,5,5,0,0,0,0,0,0,353,0
892,1983,2,3,76630.0,0,0,1,3,10,11,1,0,0,0,0,0,0,1003,1
893,1991,1,4,26868.0,1,0,1,1,0,2,7,0,0,0,0,0,0,14,3
894,1943,4,2,48948.0,0,0,2,7,10,5,6,1,0,0,0,0,1,902,0
895,1972,4,4,55260.0,0,1,2,8,10,5,6,0,0,0,0,0,0,1139,0
896,1956,2,5,64090.0,0,1,1,6,9,4,5,0,0,0,0,0,1,797,0
897,1958,2,2,78331.0,0,1,2,10,6,7,4,0,0,0,0,0,0,1638,1
898,1974,4,3,37087.0,1,0,3,4,2,8,6,0,0,0,0,0,0,401,3
899,1986,2,2,21846.0,1,0,4,4,0,3,8,0,0,0,0,0,0,84,3
900,1958,2,3,81320.0,0,0,1,4,3,10,2,0,0,0,0,0,0,928,1
901,1970,2,2,54137.0,0,1,2,4,1,4,6,0,0,0,0,0,0,203,0
902,1967,2,5,66825.0,0,0,1,4,5,6,2,0,0,0,0,0,0,858,1
903,1973,2,5,57100.0,0,0,1,3,3,6,3,0,0,0,0,0,0,409,0
904,1969,2,5,58917.0,1,2,5,4,1,6,5,0,0,0,0,0,0,282,0
905,1977,2,4,85072.0,0,0,1,3,4,10,0,0,0,0,0,0,0,1423,1
906,1961,2,4,86429.0,0,0,0,7,4,7,2,0,0,0,1,0,1,1449,1
907,1971,2,6,45684.0,1,0,1,1,0,2,7,0,0,0,0,0,0,28,0
908,1974,2,5,47889.0,1,0,1,2,0,3,5,0,0,0,0,0,0,67,0
909,1986,4,3,45921.0,0,0,1,2,1,6,4,0,0,0,0,0,0,199,0
910,1966,4,4,78420.0,0,0,1,3,10,8,1,0,0,0,0,0,0,1453,1
911,1992,2,5,75114.0,0,0,1,3,10,5,2,0,0,0,0,0,0,1253,1
912,1963,4,6,52278.0,0,1,6,10,5,10,8,0,0,0,0,0,1,1198,0
913,1972,3,3,35641.0,1,0,2,3,1,4,7,0,0,0,0,0,1,178,3
914,1994,2,4,95529.0,0,0,1,7,3,7,3,0,0,1,0,0,1,1990,1
915,1954,2,3,62820.0,0,0,1,3,4,6,1,0,0,0,0,0,0,976,0
916,1960,3,5,73113.0,0,0,1,3,4,7,2,0,0,0,0,0,0,1001,1
917,1982,4,3,84169.0,0,0,1,7,6,6,3,0,1,1,0,0,1,1919,1
918,1954,0,4,42607.0,0,1,2,3,2,7,3,0,0,0,0,0,0,350,0
919,1954,4,4,74637.0,0,0,1,6,9,9,3,0,0,0,1,0,0,1650,1
920,1955,4,5,46015.0,1,1,1,1,0,3,7,1,0,0,0,1,0,46,0
921,1993,2,4,72354.0,0,0,1,2,10,6,1,0,0,0,0,0,0,1228,1
922,1969,3,4,39858.0,1,0,1,2,0,4,6,0,0,0,0,0,1,95,3
923,1948,4,3,34469.0,1,1,3,1,1,4,4,0,0,0,0,0,0,62,3
924,1986,2,5,83033.0,1,0,1,11,4,10,5,0,0,0,1,0,0,1761,1
925,1979,3,5,24401.0,0,0,3,6,1,6,8,0,0,0,0,0,0,467,3
926,1978,2,3,77583.0,0,0,1,4,5,9,2,0,0,0,1,0,0,1149,1
927,1982,0,4,74116.0,0,0,1,4,4,10,2,0,1,0,0,0,0,2052,1
928,1993,2,4,74293.0,0,0,1,5,4,6,2,0,0,0,0,0,0,1127,1
929,1976,4,3,68397.0,0,1,1,6,9,5,3,0,0,0,0,0,0,1416,1
930,1974,4,5,79632.0,0,0,1,6,4,9,2,0,0,0,0,0,0,1113,1
931,1989,2,4,46107.0,1,0,1,1,1,4,3,0,0,0,0,0,0,125,0
932,1951,4,4,64950.0,0,1,2,11,2,10,7,0,1,0,0,0,0,966,1
